STATE,COUNTY,GRASS PLANTINGS INTROD(CP1),GRASS PLANTINGS NATIVE (CP2),TREE PLANTINGS SOFTWOODS (CP3),TREE PLANTINGS LONGLEAF PINE (CP3A),TREE PLANTINGS HARDWOODS (CP3A),WILDLIFE HABITAT (CP4D),WILDLIFE CORRIDORS (CP4B),"FIELD
WINDBREAKS
(CP5)","DIVERSIONS
& EROSION
CONTROL
STRUC.
(CP6&CP7)","GRASS
WATERWAYS
(CP8)","SHALLOW
WATER FOR
WILDLIFE
(CP9)","EXISTING
GRASS
(CP10)","EXISTING
TREES
(CP11)","WILDLIFE
FOOD
PLOTS
(CP12)","CONTOUR
GRASS
STRIPS
(CP15)","SHELTER-
BELTS
(CP16)","LIVING
SNOW
FENCES
(CP17)","SALINITY
REDUCING
VEGETATION
(CP18)","FILTER-
STRIPS
(CP21)","RIPARIAN
BUFFERS
3/
(CP22)",WETLAND RESTORATION (CP23) ,WETLAND RESTORATION FLOODPLAIN (CP23) ,WETLAND RESTORATION NON-FLOODPLAIN (CP23A),"CROSS
WIND TRAP
STRIPS
(CP24)","RARE AND
DECLINING
HABITAT
(CP25)","FARMABLE WETLAND
PROGRAM 6 WETLAND (CP27)","FARMABLE WETLAND
PROGRAM BUFFER (CP28)","MARGINAL PASTURE
BUFFERS WILDLIFE (CP29)","MARGINAL PASTURE
BUFFERS WETLAND (CP30)","BOTTOMLAND
HARDWOOD
TREES
(CP31)","UPLAND
BIRD
HABITAT
BUFFERS
(CP33)","LONGLEAF
PINE
(CP36)","DUCK
NESTING
HABITAT
(CP37)","STATE
ACRES FOR
WILDLIFE
ENHANCEMENT
(CP38)",FARMABLE WETLAND PROGRAM CONSTRUCTED WETLANDS (CP39),FARMABLE WETLAND PROGRAM AQUACULTURE WETLANDS (CP40),FARMABLE WETLAND PROGRAM FLOODED PRAIRIE WETLANDS (CP41) ,"POLLINATOR
HABITAT 8/
(CP42)","PRAIRIE STRIPS
(CP43)","CRP
GRASSLANDS - 
INTRODUCED
GRASSES
(CP87)","CRP
GRASSLANDS - 
NATIVE
GRASSES
(CP88)","SOIL HEALTH PERRENIAL CONSERV. COVER
(CP90)",TOTAL
MISSOURI,HICKORY,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,29,,48
MISSOURI,HOLT,"1,361","1,224",0,0,40,,,,,10,53,,,35,,,,,335,1,,379,,,72,,,3,1,,175,,,353,,,,213,,,,,"4,256"
MISSOURI,HOWARD,"1,744","1,639",0,0,201,,,,,,21,,,17,7,,,,439,154,,162,40,,255,,,3,,47,364,,,"1,448",,,,146,,,,,"6,688"
MISSOURI,HOWELL,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,15
MISSOURI,IRON,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,4
MISSOURI,JACKSON,54,,,,,,,,,2,,,,0,,,,,,1,,,,,7,,,,,,31,,,,,,,,,,,,95
MISSOURI,JASPER,,81,0,0,219,,,,,19,,,,,,,,,31,266,,5,,,57,,,,,,86,,,99,,,,1,,,,,864
MISSOURI,JEFFERSON,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,,36,,,,,,,48,,,,,99
MISSOURI,JOHNSON,619,278,0,0,38,16,,,,9,,,,,,,,,55,78,,187,,,292,,,,,31,43,,,88,,,,5,,,,,"1,741"
MISSOURI,KNOX,"10,848","2,585",0,0,130,63,,,,27,90,,,122,,,,,392,202,,"1,188",,,,,,,27,,366,,,630,,,,79,4,,,,"16,754"
MISSOURI,LAFAYETTE,225,145,0,0,2,,,,,8,,,,2,,,,,259,193,,148,13,,,,,,,,89,,,69,,,,30,,,,,"1,182"
MISSOURI,LAWRENCE,21,7,,,,,,,,,,,,,,,,,14,94,,,,,,,,,11,,,,,,,,,5,,,,,153
MISSOURI,LEWIS,"4,728",872,0,0,93,44,,,,,,,,39,,,,,171,104,,292,,,,,,,,,322,,,547,,,,827,4,,,,"8,041"
MISSOURI,LINCOLN,"1,665",466,0,0,109,,,,,4,10,,,22,,,,,37,29,,91,,,,,,,,27,63,,,30,,,,300,3,,,,"2,855"
MISSOURI,LINN,"18,280","4,460",0,0,"1,472",96,,,,13,32,,,99,125,,,,700,813,,"2,287",154,,315,,,2,4,,255,,,"2,712",,,,"1,539",,88,,,"33,444"
MISSOURI,LIVINGSTON,"12,074","4,193",0,0,155,53,,,,13,43,,,77,5,,,,130,223,,624,,,64,,,,4,4,279,,,435,,,,"1,731",16,,,,"20,121"
MISSOURI,MACON,"9,164","6,418",51,0,86,,,,,12,6,,,87,,,,,293,43,,636,,,23,,,2,,49,121,,,555,,,,414,61,,,,"18,020"
MISSOURI,MADISON,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,10
MISSOURI,MARIES,,,,,,,,,,,,,,,,,,,5,153,,,,,,,,4,2,,,,,,,,,,,,,,163
MISSOURI,MARION,"4,775",406,0,0,206,,,,,1,,,,16,,,,,8,29,,96,37,,,,,,,,60,,,35,,,,739,30,,,,"6,437"
MISSOURI,MERCER,"10,827","2,110",0,0,29,,,,,,,,,9,,,,,128,112,,51,300,,5,,,6,,22,402,,,121,,,,491,,,,,"14,613"
MISSOURI,MILLER,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,34,,,,,,,,,75
MISSOURI,MISSISSIPPI,,149,,,,,,,,,21,,,,,,,,,"1,329",,50,,,4,,,,,82,40,,,323,,,,,,,,,"1,998"
MISSOURI,MONITEAU,131,13,0,0,17,,,,,7,4,,,1,,,,,245,34,,13,,,33,,,,,,85,,,4,,,,,,,,,585
MISSOURI,MONROE,"5,138","3,953",0,0,315,,2,,,121,7,,,36,,,,,168,96,3,858,761,,46,,,1,6,17,417,,,233,,,,"2,433",18,,,,"14,627"
MISSOURI,MONTGOMERY,640,632,0,0,3,,,,,3,,,,12,4,,,,112,113,,10,,,44,,,,,,159,,,522,,,,205,43,,,,"2,501"
MISSOURI,MORGAN,36,,14,0,0,,,,,,,,,,,,,,42,20,,,,,,,,,,,21,,,,,,,49,,,,,183
MISSOURI,NEW MADRID,,,,,,,,,,,30,,,,,,,,,"1,195",,74,10,,,,,,,23,54,,,965,,,,9,,,,,"2,361"
MISSOURI,NEWTON,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,16,,,,,,,,,,82,,114
MISSOURI,NODAWAY,"11,698","5,412",0,0,40,229,,1,,10,11,,,59,21,,,,672,138,,52,0,,731,,,36,31,,649,,,"2,497",,,,"2,314",,53,6,,"24,660"
MISSOURI,OREGON,,,,,,,,,,,,,,,,,,,,57,,,,,,,,26,,,,,,,,,,,,,,,83
MISSOURI,OSAGE,,47,,,,,,,,,9,,,1,,,,,57,64,,7,,,60,,,7,,,8,,,127,,,,2,,,17,,405
MISSOURI,PEMISCOT,,,,,,,,,,,5,,,,,,,,,350,,6,,,,,0,,,52,29,,,233,,206,,,,,,,881
MISSOURI,PERRY,723,349,49,0,303,,,,,7,,,,24,,,,,169,354,,,,,,,,8,5,,71,,,435,,,,273,,,,,"2,770"
MISSOURI,PETTIS,395,"1,103",0,0,280,,,,,46,,,,10,,,,,216,356,,197,5,,259,,,,29,400,91,,,261,,,,10,,348,124,,"4,129"
MISSOURI,PHELPS,,,,,,,,,,,,,,3,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,51
MISSOURI,PIKE,"2,544",949,0,0,202,,,,,5,,,,51,,,,,59,25,,72,,,21,,,,,,460,,,768,,,,495,23,,,,"5,674"
MISSOURI,PLATTE,299,138,,,,,,,,4,,,,2,,,,,10,,,,,,,,,,,31,,,,,,,,10,,,,,494
MISSOURI,POLK,,,,,,,,,,,,,,,,,,,,47,,,10,,,,,23,13,,60,,,,,,,,,,,,154
MISSOURI,PULASKI,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,6,,,,,,,,,,,,,,14
MISSOURI,PUTNAM,"7,183","1,640",0,0,69,77,,,,8,11,,,6,,,,,266,"1,176",,949,113,,102,,,9,9,132,309,,,397,,,,620,,,,,"13,075"
MISSOURI,RALLS,"4,885","1,936",0,0,101,,,6,,80,10,,,7,3,,,,210,121,,159,,,222,,,,8,,263,,,490,,,,942,,,,,"9,441"
MISSOURI,RANDOLPH,"7,991","2,399",0,0,61,,,,,2,24,,,35,,,,,34,30,,59,,,45,,,,,54,426,,,464,,,,"1,376",83,,,,"13,083"
MISSOURI,RAY,"5,345","1,381",0,0,37,,,,,97,39,,,9,2,,,,698,670,,127,18,,384,,,,27,9,190,,,"1,180",,,,"1,043",,,,,"11,254"
MISSOURI,REYNOLDS,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,10
MISSOURI,RIPLEY,,,10,0,0,,,,,,,,,,,,,,,156,,13,,,,,,,16,,,,,39,,,,,,,,,235
MISSOURI,ST. CHARLES,11,63,,,,,,,,,10,,,,,,,,,57,,22,,,,,,,,16,5,,,,,,,,,,,,184
MISSOURI,ST. CLAIR,,75,0,0,185,,,,,,,,,3,,,,,,12,,233,,,,,,,,,43,,,304,,,,3,,,,,859
MISSOURI,STE. GENEVIEVE,53,507,0,0,38,,,,,,,,,10,,,,,158,95,,45,,,,,,,,,122,,,76,,,,499,,,,,"1,603"
MISSOURI,ST. FRANCOIS,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,108,,,,120,,,,,317
MISSOURI,SALINE,"1,380",940,0,0,79,,,,,16,51,,,15,8,,,,414,252,,"1,165",3,,11,,,10,6,36,276,,,98,,,,666,,,,,"5,424"
MISSOURI,SCHUYLER,"5,476",284,0,0,100,,,,,,10,,,18,,,,,269,183,,235,,,,,,,3,6,33,,,,,,,181,,,,,"6,797"
MISSOURI,SCOTLAND,"11,077","2,926",0,0,367,,,,,1,12,,,98,,2,,,315,147,,88,,,214,,,,,,61,,,632,,,,311,,,,,"16,250"
MISSOURI,SCOTT,275,289,47,0,64,,,14,,,8,,,1,,,,,90,379,,62,11,,,,,16,,445,614,,,"4,874",,,,10,,,,,"7,200"
MISSOURI,SHELBY,"4,480","1,997",0,0,93,,,,,21,19,,,10,,,,,75,12,,"2,229",56,,,,,29,,,524,,,310,,,,"1,667",58,,,,"11,578"
MISSOURI,STODDARD,"4,602",787,154,0,495,77,,1,,2,37,,,22,,,,,228,,,233,18,,,,,,,77,174,,,"1,175",,,,914,,,,,"8,995"
MISSOURI,STONE,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,62
MISSOURI,SULLIVAN,"16,499","5,239",0,0,405,,,,,3,15,,,19,,,,,216,283,,167,,,,,,2,1,21,70,,,798,,,,"1,015",,,,,"24,753"
MISSOURI,TANEY,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,161
MISSOURI,TEXAS,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,,,,7,,,,,316
MISSOURI,VERNON,334,434,0,0,252,6,,,,97,19,,,0,,,,,169,216,,71,,,95,,,,,25,206,,,7,,,,53,3,,"1,257",,"3,244"
MISSOURI,WARREN,143,65,,,,,,,,6,,,,4,,,,,10,38,,,,,,,,,,,17,,,63,,,,58,8,,,,411
MISSOURI,WAYNE,,,13,0,0,,,,,,,,,,,,,,,45,,18,,,,,,,,,,,,112,,,,,,,,,189
MISSOURI,WEBSTER,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,31,,41
MISSOURI,WORTH,"14,871","2,648",2,0,149,,,,,3,,,,59,,6,,,321,324,,313,64,,103,,,,,,172,,,"1,530",,,,"1,163",,141,53,,"21,922"
MONTANA,BIG HORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,375",,"1,375"
MONTANA,BLAINE,"3,767","3,423",,,,,,,,,,,,48,,,,,,,,,,,480,,,,,,,,,688,,,,,,54,"33,628",,"42,088"
MONTANA,BROADWATER,"1,017","1,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,257",,"8,535"
MONTANA,CARBON,"1,666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,258",,"10,924"
MONTANA,CARTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,"3,074",,"3,604"
MONTANA,CASCADE,"12,536","2,609",,,,25,,1,,,,,,14,,12,,867,,222,,,,,,,,,,,,,,"1,894",,,,21,,,"5,180",31,"23,412"
MONTANA,CHOUTEAU,"11,063","8,055",,,,1,,,,,,93,,2,,,,"1,383",,,293,311,,,"2,413",,,,,,,,,"2,705",,,,527,,"1,672","55,286",59,"83,862"
MONTANA,CUSTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,259",,"5,259"
MONTANA,DANIELS,"21,806","7,165",,,,206,,20,,16,,,,,,2,,133,,,,,,,"1,976",,,,,,,,,"25,546",,,,,,418,"2,578",,"59,867"
MONTANA,DAWSON,"7,871",937,,,,,,,,,,,,0,,,,13,,,,,,,,,,,,,,,,469,,,,,,38,"18,945",61,"28,335"
MONTANA,FALLON,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624,,978
MONTANA,FERGUS,"2,986",601,,,,86,,,,,,,,,,,,,,119,,,,,,,,,,,26,,,,,,,9,,45,"4,379",,"8,250"
MONTANA,GALLATIN,,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,577,,"1,254"
MONTANA,GARFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,369",,"11,369"
MONTANA,GLACIER,"3,178",,,,,"1,112",,,,,,39,,2,,,,,,,3,,,,,,,,,,,,,"3,557",,,,202,,,"30,893",,"38,985"
MONTANA,GOLDEN VALLEY,898,"4,833",,,,,,,,,,,,,,,154,235,,,,,,,,,,,,,,,,,,,,66,,,292,,"6,478"
MONTANA,HILL,"16,681","4,019",,,,290,,,,15,,,,10,,,,"1,428",22,,12,,661,,"1,088",20,76,,,,,,,306,,,,240,,52,"6,445",,"31,366"
MONTANA,JEFFERSON,,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473
MONTANA,JUDITH BASIN,"1,258",420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,"1,700"
MONTANA,LAKE,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,34
MONTANA,LEWIS AND CLARK,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,284",,"10,593"
MONTANA,LIBERTY,163,56,,,,,,10,,,,,,,,4,1,,,,,,,,"1,374",,,,,,300,,,481,,,,,,,"4,298",,"6,687"
MONTANA,MCCONE,"6,246","2,307",,,,15,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,479",102,"13,166"
MONTANA,MADISON,263,"1,404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,"1,803"
MONTANA,MEAGHER,281,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,285
MONTANA,MUSSELSHELL,279,,,,,,,,,,,,,,,,,"3,148",,128,,,,,,,,,,,,,,,,,,,,,"2,667",,"6,223"
MONTANA,PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,"11,526",,"11,986"
MONTANA,PETROLEUM,760,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"16,921",,"18,211"
MONTANA,PHILLIPS,"14,788","2,736",,,,,,,,,,,,,,,,221,,,,,,,"2,370",,,,,,,,,"3,493",,,,,,,"26,037",,"49,646"
MONTANA,PONDERA,"5,728","3,584",,,,96,,2,,6,,,,,,23,,"9,475",36,,,93,,,546,10,2,,,,,,,"2,821",,,,27,,,"16,027",,"38,476"
MONTANA,PRAIRIE,"2,404","1,742",,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"1,736",,"5,889"
MONTANA,RAVALLI,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,15
MONTANA,RICHLAND,"10,530","2,894",,,,,,,,,,,,,,7,10,,,,,,,,,,,,,,,,,,,,,,,114,"6,997",,"20,552"
MONTANA,ROOSEVELT,"13,218","4,539",,,,,,,,,,,,,,,,,,,,,,,"2,202",,,,,,,,,"1,032",,,,,,,"5,578",,"26,569"
MONTANA,ROSEBUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,274",,"12,274"
MONTANA,SANDERS,,,,,,,,,,,,,,,,,,,,343,,,,,,,,,,,,,,,,,,,,,,,343
MONTANA,SHERIDAN,"7,691",621,,,,,,,,,,,,,,,,138,41,,41,,,,40,53,96,,,,,,"2,706","16,398",,,,27,,858,"9,248",,"37,957"
MONTANA,STILLWATER,632,,,,,,,,,,,,,,,,,"9,992",,,,,,,,,,,,,,,,,,,,,,,"25,124",,"35,748"
MONTANA,SWEET GRASS,648,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,"20,553",,"21,228"
MONTANA,TETON,"14,132","3,770",,,,,,,,,,,,15,,,,"14,932",26,19,,,,,10,,,,,,,,,"4,737",,,,70,,142,"24,060",,"61,913"
MONTANA,TOOLE,"19,927","1,974",,,,469,,,,7,,,,16,,,,"2,576",,,27,15,,,"5,649",,,,,,,,,"13,608",,,,462,,892,"31,425",,"77,048"
MONTANA,VALLEY,"8,747","3,929",,,,509,,,,,,,,,,,,,,328,,,,,10,,,,,,,,,"2,382",,,,,,,"18,690",,"34,596"
MONTANA,WHEATLAND,"9,853",,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,161,,"10,021"
MONTANA,WIBAUX,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164
MONTANA,YELLOWSTONE,"6,017",,,,,,,,,,,,,,,,,"13,313",,,,,,,,,,,,,,,,,,,,12,,,"7,530",,"26,872"
NEBRASKA,ADAMS,,27,,,,86,,,,,,,,5,,,,,4,,,,5,,96,5,4,,,,72,,,7,,,,186,14,,731,,"1,240"
NEBRASKA,ANTELOPE,,"1,499",,,,4,,234,,,,,,2,,13,,,7,,,,37,,61,41,31,8,,,"1,304",,,"3,953",,,,319,4,572,"1,202",,"9,290"
NEBRASKA,ARTHUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,455",,"14,455"
NEBRASKA,BANNER,"5,090","2,552",,,,,,"1,197",,,,,,,,,,,,,,111,,,"16,689",,,,,,,,,"2,863",,,,402,,"1,162","60,534",,"90,600"
NEBRASKA,BLAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,25
NEBRASKA,BOONE,,"1,200",,,,78,,29,,3,,,,5,15,7,,,2,3,,23,,,348,3,6,,,,61,,,"1,572",,,,107,,,"1,186",,"4,649"
NEBRASKA,BOX BUTTE,"2,879","6,477",,,,,,"6,894",,,,,,26,,,,,14,,,,,,736,118,63,,,,239,,,"1,161",,,,"3,723",,"4,247","144,200",,"170,777"
NEBRASKA,BOYD,,441,,,,,,54,,,,,,,,123,,,,,,,31,,,17,40,,,,,,,234,,,,12,,,"5,416",,"6,368"
NEBRASKA,BROWN,,484,,,,,,,,,,,,,,1,,,,,,,,,,,,34,,,,,,,,,,,,,"12,775",,"13,295"
NEBRASKA,BUFFALO,,877,,,,162,,2,,,,,,3,,19,,,11,,,,,,112,,,,,,2,,,273,,,,405,,,,,"1,866"
NEBRASKA,BURT,500,"3,148",3,0,8,247,,3,,32,,,,24,8,6,,,437,11,,"1,989",668,,193,5,5,,,,22,,,771,,,,307,16,58,20,,"8,475"
NEBRASKA,BUTLER,388,"1,961",,,,74,,5,,19,,,,7,,1,,,212,44,,92,415,,736,,,,,,63,,,"1,571",,,,"1,033",2,,90,,"6,713"
NEBRASKA,CASS,77,116,,,,84,,,,7,,,,4,,,,,420,8,,134,,,546,,,,,,108,,,636,,,,267,6,23,,,"2,435"
NEBRASKA,CEDAR,663,"2,424",7,0,0,1,,175,,2,,,,19,,11,,,124,2,,5,,,766,108,97,24,36,,330,,,"6,437",,,,291,3,231,258,,"12,015"
NEBRASKA,CHASE,,"9,718",,,,6,,204,,1,,,,,,,,,,,,,,,"2,009",97,67,37,,,272,,,"1,857",,,,135,"1,501",,"15,843",,"31,747"
NEBRASKA,CHERRY,,364,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,"42,719",,"43,113"
NEBRASKA,CHEYENNE,224,"8,937",0,0,12,"6,427",,"3,372",,,,,,10,,14,,,69,,,,241,,"19,041",12,21,,,,49,,,"1,655",,,,260,,314,"68,995",,"109,655"
NEBRASKA,CLAY,,125,,,,30,,8,,,,,,,,,,,19,,,12,67,,136,5,3,,,,55,,,403,,,,65,,,430,,"1,358"
NEBRASKA,COLFAX,,50,,,,13,,19,,18,,,,,,14,,,180,,,638,144,,231,6,8,,,,139,,,739,,,,516,12,36,3,,"2,764"
NEBRASKA,CUMING,223,138,5,0,0,,,10,,111,,,,1,,24,,,513,54,,"1,117",285,,23,37,77,31,,,195,,,387,,,,977,8,,,,"4,216"
NEBRASKA,CUSTER,,421,,,,248,,143,,,,,,,,20,,,,44,,,20,,81,,,,,,68,,,602,,,,349,21,,537,,"2,554"
NEBRASKA,DAKOTA,964,"1,132",,,,21,,8,,26,,,,,,,,,93,5,,269,720,,,11,4,,,,48,,,714,,,,"1,269",,,9,,"5,292"
NEBRASKA,DAWES,271,437,,,,,,831,,,,,,,,,,,,30,,,,,770,5,1,,,,,,,876,,,,,,465,"98,369",,"102,054"
NEBRASKA,DAWSON,,835,,,,,,13,,,,,,,,,,,15,,,,,,201,,,,,,82,,,81,,,,89,,,"4,082",,"5,397"
NEBRASKA,DEUEL,,"2,662",,,,"1,071",,413,,26,,,,10,,15,,,37,,,121,295,,"5,289",27,33,,,,125,,,645,,,,117,27,,"16,819",,"27,731"
NEBRASKA,DIXON,"1,788","2,195",0,0,2,136,,45,,2,,,,18,,2,,,155,3,,131,114,,346,25,47,,,,237,,,"4,793",,,,380,14,,43,,"10,476"
NEBRASKA,DODGE,60,219,,,,,,8,,37,9,,,,9,8,,,330,6,,"1,007",185,,199,79,51,9,,,131,,,234,,,,233,24,,,,"2,837"
NEBRASKA,DOUGLAS,49,170,0,0,6,,,,,1,,,,2,,,,,61,,,159,36,,7,,,,,,8,,,77,,,,36,11,,,,622
NEBRASKA,DUNDY,38,"10,066",,,,48,,2,,,,,,18,,,,,,,,,10,,507,,,,,,,,,406,,,,119,253,,"7,603",,"19,071"
NEBRASKA,FILLMORE,,,,,,25,,9,,1,,,,14,,,,,54,16,,,,,113,2,3,,,,121,,,125,,,,14,23,,157,,675
NEBRASKA,FRANKLIN,24,"2,608",,,,121,,4,,,,,,4,,3,,,,,,,,,"1,061",14,18,,,,91,,,741,,,,227,,,"14,689",,"19,604"
NEBRASKA,FRONTIER,,"3,145",,,,,,5,,,,,,8,,,,,3,,,,,,226,12,25,,,,298,,,"1,576",,,,338,6,39,"20,370",,"26,052"
NEBRASKA,FURNAS,,"5,630",,,,95,,50,,,,,,25,,1,,22,,,,,,,"2,900",3,9,,,,146,,,"2,093",,,,557,,,"32,565",,"44,096"
NEBRASKA,GAGE,316,"2,570",0,0,6,,,40,,49,2,,,32,,,4,,787,49,,4,,,"3,985",24,11,,,,163,,,"5,388",,,,"1,179",117,288,"2,756",,"17,771"
NEBRASKA,GARDEN,236,"1,898",,,,"3,979",,342,,,,,,5,,3,,,,,,,128,,266,15,6,,,,21,,,393,,,,234,43,,"91,143",,"98,713"
NEBRASKA,GARFIELD,,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,44,,,,,969
NEBRASKA,GOSPER,,"1,857",0,0,1,73,,1,,,,,,8,,,,,,,,,,,248,,,,,,259,,,304,,,,149,,,"6,156",,"9,055"
NEBRASKA,GRANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,691",,"5,691"
NEBRASKA,GREELEY,,"1,187",,,,,,21,,,,,,,,1,,,,,,,,,50,,,,,,78,,,680,,,,29,,,580,,"2,626"
NEBRASKA,HALL,,61,,,,,,3,,,,,,,,1,,,8,,,,,,,,,,,,28,,,,,,,66,,,510,,677
NEBRASKA,HAMILTON,,28,,,,5,,1,,2,,,,,,,,,53,17,,13,4,,,,,,,,23,,,,,,,31,4,,157,,337
NEBRASKA,HARLAN,,"1,773",,,,,,,,,,,,,,2,,,,,,,,,877,,,,,,42,,,"1,057",,,,220,,17,"7,350",,"11,338"
NEBRASKA,HAYES,,"14,750",,,,,,173,,,,,,25,13,,,,,,,,,,"1,944",6,6,,,,491,,,"2,510",,,,785,,,"43,473",,"64,178"
NEBRASKA,HITCHCOCK,,"7,066",,,,4,,42,,,,,,6,,,,,,,,,,,"1,731",8,2,,,,88,,,671,,,,258,,,"10,367",,"20,243"
NEBRASKA,HOLT,,"3,346",,,,,,172,,,,,,,,118,,,,31,,11,,,,,,,,,178,,,"1,411",,,,200,,,"103,256",,"108,721"
NEBRASKA,HOOKER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,525",,"4,525"
NEBRASKA,HOWARD,,404,,,,29,,22,,,,,,,,5,,,7,4,,,,,352,,,,,,209,,,601,,,,103,,23,554,,"2,314"
NEBRASKA,JEFFERSON,81,"3,031",3,0,7,65,,8,,25,5,,,21,1,8,,,515,40,,62,,,897,9,16,41,7,,262,,,776,,,,556,9,,"3,734",,"10,179"
NEBRASKA,JOHNSON,247,"2,903",,,,75,,1,,7,5,,,4,6,,,30,243,34,,,,,"1,581",4,3,,,,89,,,"5,527",,,,122,9,683,"3,017",,"14,589"
NEBRASKA,KEARNEY,,,,,,72,,,,,,,,,,,,,,,,,20,,,,,,,,27,,,54,,,,37,,,,,210
NEBRASKA,KEITH,49,"5,507",,,,143,,"1,104",,8,,,,2,19,4,,,,,,,93,,"1,103",41,33,,72,,33,,,616,,,,,,,"3,839",,"12,666"
NEBRASKA,KEYA PAHA,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,"20,868",,"20,870"
NEBRASKA,KIMBALL,"7,052","19,621",0,0,29,388,,"2,624",,15,,,,9,,30,29,,,,,,,,"47,666",,,,,,6,,,"1,436",,,,859,,"3,215","63,647",,"146,626"
NEBRASKA,KNOX,38,"4,658",,,,,,313,,,,,,13,,34,45,,34,8,,73,,,"1,533",68,162,,65,,139,,,"8,462",,,,286,,"1,263","6,944",,"24,137"
NEBRASKA,LANCASTER,17,"1,549",0,0,17,55,,4,,90,,,,1,,0,,,216,31,,414,116,,"1,488",7,4,,,,116,,,"3,595",,,,378,32,26,153,,"8,308"
NEBRASKA,LINCOLN,,"3,173",,,,446,,147,,4,,,,,,,,,13,,23,130,,,,6,11,,,,314,,,881,,,,50,,,"11,803",,"17,001"
NEBRASKA,LOGAN,,9,,,,,,1,,,,,,,,,,,,,,,2,,,5,4,,,,25,,,,,,,,,,"1,211",,"1,257"
NEBRASKA,LOUP,,15,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,35,,,,,,,,,53
NEBRASKA,MCPHERSON,,"1,225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,897",,"10,121"
NEBRASKA,MADISON,,307,,,,41,,15,,13,,,,4,,,,,106,17,10,554,201,,149,21,35,,,,478,,,"3,459",,,,825,,,166,,"6,400"
NEBRASKA,MERRICK,,,,,,30,,23,,,,,,,,,,,22,,,,,,,4,6,,,,97,,,360,,,,97,,,237,,877
